,peak_time,xcorrcoef,min_t,max_t,min_f,max_f,recording,deployment,site,label,datetime,recording_length
388,558.9546666666666,0.6876084933485872,558.7093333333333,559.1999999999999,2000.0,3840.0,1_20230710_063000.wav,5,1,nr_syllable_3khz,2023-07-10 06:30:00,600.0
389,559.7013333333333,0.688448006718614,559.456,559.9466666666666,2000.0,3840.0,1_20230710_063000.wav,5,1,nr_syllable_3khz,2023-07-10 06:30:00,600.0
439,41.63733333333333,0.6025807619119448,41.392,41.882666666666665,2000.0,3840.0,1_20230720_063000.wav,5,1,nr_syllable_3khz,2023-07-20 06:30:00,600.0
453,20.608,0.6608981318062426,20.362666666666662,20.85333333333333,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
454,23.50933333333333,0.66553105125078,23.264,23.75466666666667,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
455,24.218666666666667,0.61831415144121,23.973333333333333,24.464,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
456,24.906666666666663,0.6128298545158105,24.66133333333333,25.152,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
457,100.448,0.6034028712796874,100.20266666666666,100.69333333333331,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
458,103.168,0.6146300330595195,102.92266666666669,103.41333333333334,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
459,105.22666666666667,0.6148531644345967,104.98133333333334,105.472,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
460,105.93066666666668,0.6640665224655357,105.68533333333332,106.176,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
461,106.64533333333334,0.6654826798705166,106.4,106.89066666666668,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
462,115.67466666666668,0.6257083692163089,115.42933333333332,115.92,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
463,116.40533333333332,0.6178396879027672,116.16,116.65066666666668,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
464,118.55466666666666,0.6135171006444,118.30933333333331,118.8,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
465,119.25333333333332,0.6288128970957317,119.008,119.49866666666668,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
466,120.016,0.6185400341021188,119.77066666666668,120.26133333333334,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
467,120.74666666666668,0.6464699057364229,120.50133333333332,120.992,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
468,261.28,0.616001316714679,261.0346666666666,261.5253333333333,2000.0,3840.0,1_20230813_073000.wav,6,1,nr_syllable_3khz,2023-08-13 07:30:00,600.0
472,511.38666666666666,0.6614322367608442,511.1413333333333,511.632,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
473,512.16,0.6297884364342821,511.9146666666666,512.4053333333333,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
474,514.2666666666667,0.6729045915778302,514.0213333333334,514.512,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
475,514.992,0.6793501649440575,514.7466666666667,515.2373333333333,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
476,515.712,0.6759341994467913,515.4666666666667,515.9573333333333,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
477,516.5066666666667,0.6761778137475659,516.2613333333334,516.752,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
478,517.2213333333333,0.601256163179906,516.976,517.4666666666666,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
479,517.9146666666667,0.6279208923620903,517.6693333333334,518.16,2000.0,3840.0,1_20230816_063000.wav,6,1,nr_syllable_3khz,2023-08-16 06:30:00,600.0
496,438.48,0.6347797961043022,438.2346666666666,438.72533333333337,2000.0,3840.0,1_20230821_060000.wav,6,1,nr_syllable_3khz,2023-08-21 06:00:00,600.0
497,439.2533333333333,0.6316351710765911,439.008,439.4986666666667,2000.0,3840.0,1_20230821_060000.wav,6,1,nr_syllable_3khz,2023-08-21 06:00:00,600.0
498,440.0853333333333,0.7121315969716974,439.84,440.3306666666667,2000.0,3840.0,1_20230821_060000.wav,6,1,nr_syllable_3khz,2023-08-21 06:00:00,600.0
499,440.864,0.6439419863525724,440.6186666666666,441.1093333333333,2000.0,3840.0,1_20230821_060000.wav,6,1,nr_syllable_3khz,2023-08-21 06:00:00,600.0
506,6.133333333333334,0.6171337303186881,5.888000000000001,6.378666666666667,2000.0,3840.0,1_20230827_060000.wav,6,1,nr_syllable_3khz,2023-08-27 06:00:00,600.0
507,6.832,0.6256326134001058,6.586666666666667,7.077333333333333,2000.0,3840.0,1_20230827_060000.wav,6,1,nr_syllable_3khz,2023-08-27 06:00:00,600.0
508,20.794666666666668,0.6271459618934593,20.549333333333333,21.040000000000003,2000.0,3840.0,1_20230827_060000.wav,6,1,nr_syllable_3khz,2023-08-27 06:00:00,600.0
515,93.86666666666666,0.6047977297211461,93.62133333333333,94.112,2000.0,3840.0,1_20230902_060000.wav,7,1,nr_syllable_3khz,2023-09-02 06:00:00,600.0
516,257.9893333333333,0.610720266046273,257.744,258.23466666666667,2000.0,3840.0,1_20230902_060000.wav,7,1,nr_syllable_3khz,2023-09-02 06:00:00,600.0
567,127.33333333333331,0.6141180298549513,127.088,127.57866666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
568,128.176,0.6502148231374161,127.93066666666664,128.4213333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
569,141.536,0.605305755344076,141.29066666666668,141.78133333333332,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
570,143.05066666666667,0.6575726550247749,142.80533333333335,143.296,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
571,143.808,0.7088380024889166,143.56266666666667,144.0533333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
572,144.62933333333334,0.6311942099510013,144.384,144.87466666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
573,163.95733333333334,0.6200716977726426,163.71200000000002,164.20266666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
574,220.4533333333333,0.6139438032038457,220.20800000000003,220.69866666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
575,221.28,0.6113223501081146,221.03466666666668,221.5253333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
576,226.176,0.676192608384013,225.93066666666667,226.4213333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
577,241.4293333333333,0.6020942727363429,241.18400000000003,241.67466666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
578,313.488,0.6095635575394882,313.24266666666665,313.7333333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
579,326.736,0.6141941812051104,326.49066666666664,326.98133333333334,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
580,330.048,0.6241697567089323,329.80266666666665,330.2933333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
581,331.05066666666664,0.6068768402986229,330.8053333333333,331.296,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
582,331.90933333333334,0.6565608603628644,331.664,332.1546666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
583,342.944,0.6210305667729079,342.69866666666667,343.18933333333337,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
584,343.7866666666667,0.6075505818878711,343.54133333333334,344.03200000000004,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
585,344.576,0.6198627937959988,344.3306666666667,344.82133333333337,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
586,345.44,0.6274679331548503,345.19466666666665,345.68533333333335,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
587,346.256,0.6146752049412757,346.0106666666666,346.5013333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
588,371.3013333333333,0.6029699217532551,371.056,371.5466666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
589,372.144,0.612502496383179,371.89866666666666,372.38933333333335,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
590,373.5893333333333,0.6343726899291068,373.344,373.8346666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
591,374.31466666666665,0.6058097741996495,374.0693333333333,374.56,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
592,375.36,0.6075067247053886,375.11466666666666,375.60533333333336,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
593,376.144,0.6267119980149262,375.89866666666666,376.38933333333335,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
594,391.9626666666667,0.6146295940603071,391.7173333333333,392.208,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
595,392.6933333333333,0.6238306986218896,392.448,392.9386666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
596,393.4453333333333,0.6151004498994073,393.2,393.6906666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
597,412.6933333333333,0.6168720397182661,412.448,412.9386666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
598,413.4293333333333,0.6025745515267882,413.184,413.67466666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
599,414.2026666666667,0.6652146983634566,413.9573333333333,414.448,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
600,414.97066666666666,0.6755155660933646,414.7253333333333,415.216,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
601,415.80266666666665,0.6561451713314854,415.5573333333333,416.048,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
602,416.5653333333333,0.6565827490899998,416.32,416.8106666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
603,417.3546666666667,0.6593032437743162,417.1093333333333,417.6,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
604,418.192,0.693573027263172,417.94666666666666,418.43733333333336,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
605,424.864,0.6160263461348393,424.6186666666666,425.1093333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
606,429.312,0.6012593954683003,429.06666666666666,429.55733333333336,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
607,430.336,0.6536867870484051,430.09066666666666,430.58133333333336,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
608,433.36,0.6278700466553297,433.11466666666666,433.60533333333336,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
609,452.1546666666667,0.6456856292419142,451.9093333333333,452.4,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
610,459.68533333333335,0.6520507629540224,459.44,459.9306666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
611,460.64,0.7064698428264938,460.3946666666666,460.8853333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
612,461.4933333333333,0.6873959548965746,461.248,461.7386666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
613,467.6,0.6231665570718677,467.3546666666667,467.8453333333334,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
614,468.4213333333333,0.6808142780017831,468.176,468.6666666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
615,469.1893333333333,0.7025114777928769,468.944,469.43466666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
616,470.1066666666667,0.6814207181658346,469.8613333333333,470.352,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
617,470.8586666666667,0.6684858746952569,470.6133333333333,471.104,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
618,498.0533333333333,0.6011284993965365,497.808,498.2986666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
619,498.768,0.6268329910000557,498.5226666666666,499.0133333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
620,506.06933333333336,0.6062252120786653,505.824,506.3146666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
621,513.4506666666666,0.6352735822548863,513.2053333333333,513.6959999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
622,514.1973333333333,0.6012392116184296,513.952,514.4426666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
623,518.2346666666666,0.612888420058413,517.9893333333333,518.4799999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
624,519.0346666666667,0.6159866589368151,518.7893333333334,519.28,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
625,529.312,0.6086176538839322,529.0666666666667,529.5573333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
626,531.8186666666667,0.6041902291852165,531.5733333333334,532.064,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
627,538.88,0.6416842314066007,538.6346666666667,539.1253333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
628,539.648,0.6058466143341878,539.4026666666667,539.8933333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
629,540.448,0.6079403240671464,540.2026666666667,540.6933333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
630,541.184,0.6342715245075142,540.9386666666667,541.4293333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
631,547.2586666666666,0.6022588392711985,547.0133333333333,547.5039999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
632,548.0533333333333,0.656531317828001,547.808,548.2986666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
633,548.816,0.6359769055030527,548.5706666666667,549.0613333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
634,549.5946666666666,0.6213919863398726,549.3493333333333,549.8399999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
635,550.4,0.6541452460114737,550.1546666666667,550.6453333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
636,551.2106666666666,0.6456006765205964,550.9653333333333,551.4559999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
637,556.3573333333334,0.6606168567068883,556.1120000000001,556.6026666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
638,557.2266666666667,0.6626660527624072,556.9813333333334,557.472,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
639,558.016,0.6525807041062797,557.7706666666667,558.2613333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
640,558.7893333333334,0.6259434223114935,558.5440000000001,559.0346666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
641,559.584,0.6217046372712528,559.3386666666667,559.8293333333332,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
642,560.3413333333333,0.6425553948354564,560.096,560.5866666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
643,561.1946666666666,0.6431865841683375,560.9493333333334,561.4399999999999,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
644,562.096,0.615286266595907,561.8506666666667,562.3413333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
645,562.9653333333333,0.6355029146951521,562.72,563.2106666666666,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
646,563.76,0.6057015463154591,563.5146666666667,564.0053333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
647,564.5973333333334,0.6404481092270997,564.3520000000001,564.8426666666667,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
648,565.3866666666667,0.6521365034342933,565.1413333333334,565.632,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
649,566.224,0.6493514633890706,565.9786666666668,566.4693333333333,2000.0,3840.0,1_20230913_053000.wav,7,1,nr_syllable_3khz,2023-09-13 05:30:00,600.0
664,154.54933333333332,0.6120730796210813,154.304,154.79466666666664,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
665,155.26933333333332,0.6600699837917726,155.024,155.51466666666664,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
666,155.99466666666666,0.6050912068816597,155.74933333333334,156.23999999999998,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
667,156.768,0.6325763223693908,156.52266666666668,157.01333333333332,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
668,209.376,0.6633858204575908,209.13066666666668,209.62133333333333,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
669,283.408,0.6177263354504144,283.16266666666667,283.65333333333336,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
670,284.192,0.6836152472765272,283.94666666666666,284.43733333333336,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
671,285.76,0.6280584402896141,285.51466666666664,286.00533333333334,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
672,286.58666666666664,0.601451836441663,286.3413333333333,286.832,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
673,287.3813333333333,0.6110223918304145,287.136,287.62666666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
674,288.9866666666667,0.6982412298497185,288.74133333333333,289.232,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
675,337.312,0.63765240749584,337.06666666666666,337.55733333333336,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
676,338.07466666666664,0.6059706768031374,337.8293333333333,338.32,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
677,338.816,0.6280339565671613,338.5706666666666,339.0613333333333,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
678,339.6426666666667,0.6183327635561305,339.39733333333334,339.88800000000003,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
679,344.82666666666665,0.6170932198298132,344.5813333333333,345.072,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
680,346.41066666666666,0.6361439724807277,346.1653333333333,346.656,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
681,347.168,0.6377300608634006,346.92266666666666,347.41333333333336,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
682,381.0026666666666,0.6188400019609225,380.7573333333333,381.248,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
683,381.7973333333333,0.6120445052449714,381.552,382.04266666666666,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
684,382.5706666666667,0.6400270991561264,382.3253333333333,382.816,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
685,384.14933333333335,0.6047847249306098,383.904,384.3946666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
686,384.9546666666666,0.6197301406157512,384.7093333333333,385.2,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
687,387.3226666666667,0.6059446516698181,387.0773333333333,387.568,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
688,418.352,0.6331756800505987,418.1066666666666,418.5973333333333,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
689,457.168,0.6004757856537855,456.92266666666666,457.41333333333336,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
690,457.968,0.6214661513724958,457.7226666666666,458.21333333333337,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
691,460.224,0.6300586568239139,459.9786666666666,460.4693333333333,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
692,465.97333333333336,0.6193382524875783,465.728,466.2186666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
693,490.97066666666666,0.6044126457572029,490.7253333333333,491.216,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
694,491.7386666666667,0.6477816237709898,491.4933333333333,491.984,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
695,492.4533333333333,0.6522079246778617,492.208,492.69866666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
696,493.29066666666665,0.6349825373028791,493.0453333333333,493.536,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
697,494.06933333333336,0.6245684946282367,493.824,494.3146666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
698,494.7946666666666,0.6292604982244581,494.5493333333333,495.04,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
699,495.5466666666667,0.6480895441187238,495.3013333333333,495.792,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
700,496.29333333333335,0.682672183248893,496.048,496.5386666666667,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
701,585.712,0.6796986595731956,585.4666666666667,585.9573333333333,2000.0,3840.0,1_20230916_053000.wav,7,1,nr_syllable_3khz,2023-09-16 05:30:00,600.0
801,33.962666666666664,0.6822481646803451,33.71733333333333,34.208,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
802,34.64,0.6123131890434408,34.394666666666666,34.885333333333335,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
803,36.13333333333333,0.7013038217107316,35.888,36.37866666666667,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
804,36.896,0.6748905728508954,36.650666666666666,37.141333333333336,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
805,37.60533333333333,0.6496428211557277,37.36,37.85066666666667,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
806,38.35733333333334,0.6217403156389005,38.112,38.60266666666667,2000.0,3840.0,1_20230918_053000.wav,7,1,nr_syllable_3khz,2023-09-18 05:30:00,600.0
