min_t,max_t,min_f,max_f,label,recording
41.44,41.968,2537.26,3783.01,nr_syllable_3khz,1_20230720_063000.wav
31.213333333,32.426666667,5983.58,8160.82,fast_trill_6khz,1_20230822_063000.wav
40.866666667,42.04,5724.11,8436.72,fast_trill_6khz,1_20230822_063000.wav
63.213333333,64.026666667,5787.9,7806.94,fast_trill_6khz,1_20230822_063000.wav
73.586666667,74.906666667,5852.41,8251.77,fast_trill_6khz,1_20230822_063000.wav
78.733333333,79.973333333,5787.9,7981.92,fast_trill_6khz,1_20230822_063000.wav
87.96,89.36,5724.11,7893.94,fast_trill_6khz,1_20230822_063000.wav
96.12,97.386666667,5787.9,7806.94,fast_trill_6khz,1_20230822_063000.wav
104.133333333,105.2,5852.41,7893.94,fast_trill_6khz,1_20230822_063000.wav
281.64,282.613333333,5724.11,8160.82,fast_trill_6khz,1_20230822_063000.wav
380.946666667,382.226666667,5661.02,8343.73,fast_trill_6khz,1_20230822_063000.wav
390.586666667,391.613333333,5917.63,7893.94,fast_trill_6khz,1_20230822_063000.wav
401.573333333,402.72,5724.11,8436.72,fast_trill_6khz,1_20230822_063000.wav
406.013333333,407.24,5983.58,8343.73,fast_trill_6khz,1_20230822_063000.wav
420.08,421.173333333,5983.58,8160.82,fast_trill_6khz,1_20230822_063000.wav
448.666666667,449.693333333,5852.41,8070.87,fast_trill_6khz,1_20230822_063000.wav
449.626666667,449.68,5852.41,5917.63,fast_trill_6khz,1_20230822_063000.wav
362.133333333,362.88,319.177,407.348,upsweep_500hz,1_20230416_060000.wav
364.336,365.194666667,310.148,425.265,upsweep_500hz,1_20230416_060000.wav
366.576,367.397333333,323.79,450.387,upsweep_500hz,1_20230416_060000.wav
440.72,441.914666667,305.729,443.971,upsweep_500hz,1_20230416_060000.wav
443.146666667,444.266666667,305.729,443.971,upsweep_500hz,1_20230416_060000.wav
445.349333333,446.506666667,305.729,443.971,upsweep_500hz,1_20230416_060000.wav
517.733333333,518.32,314.63,431.411,upsweep_500hz,1_20230416_060000.wav
519.866666667,520.613333333,310.148,483.886,upsweep_500hz,1_20230416_060000.wav
522.204,522.888,310.148,463.499,upsweep_500hz,1_20230416_060000.wav
546.429333333,547.493333333,314.63,443.971,upsweep_500hz,1_20230416_060000.wav
549.117333333,549.864,310.148,437.646,upsweep_500hz,1_20230416_060000.wav
551.394666667,552.048,310.148,456.896,upsweep_500hz,1_20230416_060000.wav
587.392,588.144,305.729,476.992,upsweep_500hz,1_20230416_060000.wav
589.584,590.368,297.081,450.387,upsweep_500hz,1_20230416_060000.wav
591.84,592.656,319.177,470.197,upsweep_500hz,1_20230416_060000.wav
117.198666667,117.749333333,2548.81,3970.72,nr_syllable_3khz,1_20230821_120000.wav
117.917333333,118.449333333,2438.28,4104.96,nr_syllable_3khz,1_20230821_120000.wav
118.636,119.149333333,2520.71,3926.95,nr_syllable_3khz,1_20230821_120000.wav
119.28,119.756,2548.81,3926.95,nr_syllable_3khz,1_20230821_120000.wav
119.989333333,120.456,2492.93,3970.72,nr_syllable_3khz,1_20230821_120000.wav
120.708,121.156,2548.81,3883.67,nr_syllable_3khz,1_20230821_120000.wav
325.466666667,326.013333333,2694.03,4104.96,nr_syllable_3khz,1_20230821_120000.wav
326.4,326.906666667,2548.81,3926.95,nr_syllable_3khz,1_20230821_120000.wav
329.16,329.546666667,3043.33,4387.21,nr_syllable_3khz,1_20230821_120000.wav
329.8,330.24,3043.33,4291.04,nr_syllable_3khz,1_20230821_120000.wav
330.466666667,330.933333333,2976.62,4338.86,nr_syllable_3khz,1_20230821_120000.wav
331.133333333,331.64,2943.81,4387.21,nr_syllable_3khz,1_20230821_120000.wav
331.786666667,332.24,3043.33,4387.21,nr_syllable_3khz,1_20230821_120000.wav
332.453333333,332.946666667,3043.33,4485.55,nr_syllable_3khz,1_20230821_120000.wav
333.106666667,333.64,2976.62,4535.54,nr_syllable_3khz,1_20230821_120000.wav
333.786666667,334.266666667,3009.79,4436.11,nr_syllable_3khz,1_20230821_120000.wav
334.453333333,334.92,2879.27,4387.21,nr_syllable_3khz,1_20230821_120000.wav
335.133333333,335.573333333,2816.15,4338.86,nr_syllable_3khz,1_20230821_120000.wav
335.826666667,336.306666667,2847.54,4387.21,nr_syllable_3khz,1_20230821_120000.wav
336.6,337.093333333,2976.62,4196.97,nr_syllable_3khz,1_20230821_120000.wav
337.293333333,337.84,2847.54,4291.04,nr_syllable_3khz,1_20230821_120000.wav
337.946666667,338.48,2816.15,4485.55,nr_syllable_3khz,1_20230821_120000.wav
338.72,339.24,2724.06,4338.86,nr_syllable_3khz,1_20230821_120000.wav
339.373333333,339.986666667,2605.93,4291.04,nr_syllable_3khz,1_20230821_120000.wav
340.066666667,340.52,2785.11,4338.86,nr_syllable_3khz,1_20230821_120000.wav
340.746666667,341.266666667,3009.79,4387.21,nr_syllable_3khz,1_20230821_120000.wav
341.413333333,341.973333333,2911.36,4436.11,nr_syllable_3khz,1_20230821_120000.wav
342.24,342.653333333,2943.81,4436.11,nr_syllable_3khz,1_20230821_120000.wav
342.893333333,343.333333333,3043.33,4338.86,nr_syllable_3khz,1_20230821_120000.wav
343.626666667,344.16,2911.36,4338.86,nr_syllable_3khz,1_20230821_120000.wav
344.32,344.773333333,3043.33,4485.55,nr_syllable_3khz,1_20230821_120000.wav
345.026666667,345.64,2847.54,4387.21,nr_syllable_3khz,1_20230821_120000.wav
345.866666667,346.373333333,2785.11,4291.04,nr_syllable_3khz,1_20230821_120000.wav
549.528,550.104,2754.42,3840.86,nr_syllable_3khz,1_20230821_120000.wav
550.632,551.136,2724.06,3926.95,nr_syllable_3khz,1_20230821_120000.wav
551.749333333,552.262666667,2465.45,3926.95,nr_syllable_3khz,1_20230821_120000.wav
552.692,553.317333333,2384.83,3970.72,nr_syllable_3khz,1_20230821_120000.wav
554.036,554.521333333,2358.54,3926.95,nr_syllable_3khz,1_20230821_120000.wav
555.352,555.949333333,2465.45,3970.72,nr_syllable_3khz,1_20230821_120000.wav
151.548,151.92,2422.65,3746.03,nr_syllable_3khz,1_20230916_053000.wav
152.2,152.776,2265.54,3830.7,nr_syllable_3khz,1_20230916_053000.wav
152.912,153.408,2118.61,3788.13,nr_syllable_3khz,1_20230916_053000.wav
153.656,154.056,2265.54,3873.75,nr_syllable_3khz,1_20230916_053000.wav
154.336,154.792,2048.76,3663.24,nr_syllable_3khz,1_20230916_053000.wav
155.04,155.52,1894.6,3704.4,nr_syllable_3khz,1_20230916_053000.wav
155.776,156.304,2071.79,3830.7,nr_syllable_3khz,1_20230916_053000.wav
156.536,157.08,2118.61,3746.03,nr_syllable_3khz,1_20230916_053000.wav
157.824,158.296,2240.36,3464.16,nr_syllable_3khz,1_20230916_053000.wav
159.136,159.592,2291.0,3582.27,nr_syllable_3khz,1_20230916_053000.wav
160.344,160.808,2215.46,3622.53,nr_syllable_3khz,1_20230916_053000.wav
162.208,162.664,2342.78,3622.53,nr_syllable_3khz,1_20230916_053000.wav
176.469333333,176.906666667,2449.88,3663.24,nr_syllable_3khz,1_20230916_053000.wav
177.834666667,178.304,2240.36,3663.24,nr_syllable_3khz,1_20230916_053000.wav
206.848,207.317333333,2422.65,3622.53,nr_syllable_3khz,1_20230916_053000.wav
207.658666667,208.138666667,2342.78,3663.24,nr_syllable_3khz,1_20230916_053000.wav
208.426666667,208.906666667,2477.41,3788.13,nr_syllable_3khz,1_20230916_053000.wav
209.141333333,209.674666667,2342.78,3746.03,nr_syllable_3khz,1_20230916_053000.wav
210.538666667,210.986666667,2369.11,3503.09,nr_syllable_3khz,1_20230916_053000.wav
211.861333333,212.288,2240.36,3425.67,nr_syllable_3khz,1_20230916_053000.wav
213.184,213.696,2590.67,3542.46,nr_syllable_3khz,1_20230916_053000.wav
214.464,214.869333333,2395.73,3582.27,nr_syllable_3khz,1_20230916_053000.wav
253.141333333,253.536,2395.73,3746.03,nr_syllable_3khz,1_20230916_053000.wav
253.909333333,254.389333333,2422.65,3663.24,nr_syllable_3khz,1_20230916_053000.wav
254.666666667,255.136,2291.0,3746.03,nr_syllable_3khz,1_20230916_053000.wav
255.562666667,255.989333333,2316.74,3663.24,nr_syllable_3khz,1_20230916_053000.wav
256.288,256.746666667,2395.73,3746.03,nr_syllable_3khz,1_20230916_053000.wav
279.466666667,279.84,2678.99,3746.03,nr_syllable_3khz,1_20230916_053000.wav
280.245333333,280.714666667,2369.11,3704.4,nr_syllable_3khz,1_20230916_053000.wav
280.96,281.44,2449.88,3704.4,nr_syllable_3khz,1_20230916_053000.wav
281.728,282.154666667,2395.73,3788.13,nr_syllable_3khz,1_20230916_053000.wav
282.442666667,282.976,2316.74,3704.4,nr_syllable_3khz,1_20230916_053000.wav
283.189333333,283.733333333,2369.11,3746.03,nr_syllable_3khz,1_20230916_053000.wav
283.936,284.501333333,2369.11,3788.13,nr_syllable_3khz,1_20230916_053000.wav
284.810666667,285.322666667,2265.54,3704.4,nr_syllable_3khz,1_20230916_053000.wav
285.568,285.994666667,2342.78,3663.24,nr_syllable_3khz,1_20230916_053000.wav
286.393333333,286.913333333,2071.79,3704.4,nr_syllable_3khz,1_20230916_053000.wav
287.173333333,287.633333333,2190.84,3873.75,nr_syllable_3khz,1_20230916_053000.wav
287.933333333,288.453333333,2240.36,3788.13,nr_syllable_3khz,1_20230916_053000.wav
288.714666667,289.365333333,2395.73,3788.13,nr_syllable_3khz,1_20230916_053000.wav
289.632,290.165333333,2190.84,3830.7,nr_syllable_3khz,1_20230916_053000.wav
318.922666667,319.434666667,2449.88,3582.27,nr_syllable_3khz,1_20230916_053000.wav
320.213333333,320.661333333,2291.0,3425.67,nr_syllable_3khz,1_20230916_053000.wav
321.386666667,321.824,2422.65,3503.09,nr_syllable_3khz,1_20230916_053000.wav
322.506666667,322.944,2265.54,3542.46,nr_syllable_3khz,1_20230916_053000.wav
323.648,324.128,2477.41,3542.46,nr_syllable_3khz,1_20230916_053000.wav
324.874666667,325.354666667,2590.67,3622.53,nr_syllable_3khz,1_20230916_053000.wav
326.12,326.544,2395.73,3704.4,nr_syllable_3khz,1_20230916_053000.wav
327.408,327.816,2395.73,3622.53,nr_syllable_3khz,1_20230916_053000.wav
328.632,329.064,2505.25,3663.24,nr_syllable_3khz,1_20230916_053000.wav
329.416,329.88,2477.41,3917.28,nr_syllable_3khz,1_20230916_053000.wav
330.44,330.856,2533.41,3704.4,nr_syllable_3khz,1_20230916_053000.wav
333.912,334.32,2422.65,3622.53,nr_syllable_3khz,1_20230916_053000.wav
335.144,335.56,2477.41,3663.24,nr_syllable_3khz,1_20230916_053000.wav
336.384,336.76,2590.67,3622.53,nr_syllable_3khz,1_20230916_053000.wav
337.12,337.6,2709.1,3873.75,nr_syllable_3khz,1_20230916_053000.wav
337.88,338.336,2561.88,3788.13,nr_syllable_3khz,1_20230916_053000.wav
338.616,339.072,2291.0,3788.13,nr_syllable_3khz,1_20230916_053000.wav
339.456,339.888,2422.65,3830.7,nr_syllable_3khz,1_20230916_053000.wav
344.6,345.088,2422.65,3704.4,nr_syllable_3khz,1_20230916_053000.wav
345.464,345.944,2395.73,3663.24,nr_syllable_3khz,1_20230916_053000.wav
346.192,346.696,2316.74,3788.13,nr_syllable_3khz,1_20230916_053000.wav
346.92,347.376,2477.41,3830.7,nr_syllable_3khz,1_20230916_053000.wav
369.824,370.357333333,2533.41,3704.4,nr_syllable_3khz,1_20230916_053000.wav
371.253333333,371.722666667,2369.11,3582.27,nr_syllable_3khz,1_20230916_053000.wav
372.448,372.928,2395.73,3582.27,nr_syllable_3khz,1_20230916_053000.wav
373.621333333,374.133333333,2395.73,3582.27,nr_syllable_3khz,1_20230916_053000.wav
375.242666667,375.68,2395.73,3582.27,nr_syllable_3khz,1_20230916_053000.wav
376.554666667,376.981333333,2395.73,3464.16,nr_syllable_3khz,1_20230916_053000.wav
379.221333333,379.68,2342.78,3704.4,nr_syllable_3khz,1_20230916_053000.wav
379.978666667,380.512,2449.88,3704.4,nr_syllable_3khz,1_20230916_053000.wav
380.821333333,381.322666667,2369.11,3704.4,nr_syllable_3khz,1_20230916_053000.wav
381.525333333,382.069333333,2215.46,3746.03,nr_syllable_3khz,1_20230916_053000.wav
382.368,382.864,2095.07,3917.28,nr_syllable_3khz,1_20230916_053000.wav
383.072,383.616,2118.61,3746.03,nr_syllable_3khz,1_20230916_053000.wav
383.96,384.384,2190.84,3873.75,nr_syllable_3khz,1_20230916_053000.wav
384.776,385.208,2342.78,3788.13,nr_syllable_3khz,1_20230916_053000.wav
385.504,385.984,2449.88,3917.28,nr_syllable_3khz,1_20230916_053000.wav
386.336,386.824,2369.11,3788.13,nr_syllable_3khz,1_20230916_053000.wav
387.12,387.608,2342.78,3663.24,nr_syllable_3khz,1_20230916_053000.wav
410.96,411.432,2449.88,3746.03,nr_syllable_3khz,1_20230916_053000.wav
411.824,412.336,2395.73,3830.7,nr_syllable_3khz,1_20230916_053000.wav
413.344,413.872,2369.11,3542.46,nr_syllable_3khz,1_20230916_053000.wav
414.552,415.016,2316.74,3622.53,nr_syllable_3khz,1_20230916_053000.wav
415.72,416.208,2477.41,3622.53,nr_syllable_3khz,1_20230916_053000.wav
416.48,417.048,2265.54,3830.7,nr_syllable_3khz,1_20230916_053000.wav
417.4,417.92,2422.65,3746.03,nr_syllable_3khz,1_20230916_053000.wav
418.16,418.6,2369.11,3830.7,nr_syllable_3khz,1_20230916_053000.wav
419.528,420.032,2265.54,3622.53,nr_syllable_3khz,1_20230916_053000.wav
420.672,421.176,2619.78,3788.13,nr_syllable_3khz,1_20230916_053000.wav
422.12,422.592,2422.65,3663.24,nr_syllable_3khz,1_20230916_053000.wav
423.368,423.848,2395.73,3503.09,nr_syllable_3khz,1_20230916_053000.wav
424.712,425.152,2369.11,3582.27,nr_syllable_3khz,1_20230916_053000.wav
425.946666667,426.325333333,2452.88,3589.15,nr_syllable_3khz,1_20230916_053000.wav
427.456,427.877333333,2396.94,3802.24,nr_syllable_3khz,1_20230916_053000.wav
428.816,429.264,2342.27,3890.97,nr_syllable_3khz,1_20230916_053000.wav
430.32,430.725333333,2452.88,3672.91,nr_syllable_3khz,1_20230916_053000.wav
432.058666667,432.469333333,2424.75,3890.97,nr_syllable_3khz,1_20230916_053000.wav
433.68,434.170666667,2211.01,3758.63,nr_syllable_3khz,1_20230916_053000.wav
456.92,457.44,2481.34,3715.52,nr_syllable_3khz,1_20230916_053000.wav
457.666666667,458.32,2262.61,3630.79,nr_syllable_3khz,1_20230916_053000.wav
458.546666667,458.986666667,2236.66,3589.15,nr_syllable_3khz,1_20230916_053000.wav
459.266666667,459.786666667,2452.88,3715.52,nr_syllable_3khz,1_20230916_053000.wav
460.013333333,460.533333333,2396.94,3715.52,nr_syllable_3khz,1_20230916_053000.wav
460.773333333,461.32,2342.27,3715.52,nr_syllable_3khz,1_20230916_053000.wav
462.16,462.613333333,2452.88,3672.91,nr_syllable_3khz,1_20230916_053000.wav
463.64,464.12,2262.61,3630.79,nr_syllable_3khz,1_20230916_053000.wav
464.866666667,465.373333333,2342.27,3672.91,nr_syllable_3khz,1_20230916_053000.wav
465.76,466.253333333,2369.45,3758.63,nr_syllable_3khz,1_20230916_053000.wav
466.64,467.106666667,2721.21,3715.52,nr_syllable_3khz,1_20230916_053000.wav
467.333333333,467.76,2236.66,3758.63,nr_syllable_3khz,1_20230916_053000.wav
489.930666667,490.442666667,2369.45,3672.91,nr_syllable_3khz,1_20230916_053000.wav
490.666666667,491.296,2262.61,3758.63,nr_syllable_3khz,1_20230916_053000.wav
491.530666667,492.106666667,2211.01,3715.52,nr_syllable_3khz,1_20230916_053000.wav
492.224,492.757333333,2288.86,3672.91,nr_syllable_3khz,1_20230916_053000.wav
493.088,493.664,2452.88,3758.63,nr_syllable_3khz,1_20230916_053000.wav
493.866666667,494.346666667,2342.27,3802.24,nr_syllable_3khz,1_20230916_053000.wav
494.56,495.04,2063.16,3715.52,nr_syllable_3khz,1_20230916_053000.wav
495.296,495.850666667,2160.58,3758.63,nr_syllable_3khz,1_20230916_053000.wav
496.064,496.650666667,2111.31,3672.91,nr_syllable_3khz,1_20230916_053000.wav
546.549333333,546.933333333,2510.12,3758.63,nr_syllable_3khz,1_20230916_053000.wav
547.136,547.541333333,2659.15,3758.63,nr_syllable_3khz,1_20230916_053000.wav
547.904,548.32,2628.65,3890.97,nr_syllable_3khz,1_20230916_053000.wav
548.608,549.034666667,2628.65,3758.63,nr_syllable_3khz,1_20230916_053000.wav
549.333333333,549.802666667,2690.0,3846.35,nr_syllable_3khz,1_20230916_053000.wav
550.101333333,550.613333333,2481.34,3715.52,nr_syllable_3khz,1_20230916_053000.wav
550.922666667,551.413333333,2598.51,3758.63,nr_syllable_3khz,1_20230916_053000.wav
551.712,552.106666667,2628.65,3846.35,nr_syllable_3khz,1_20230916_053000.wav
552.448,552.896,2721.21,3672.91,nr_syllable_3khz,1_20230916_053000.wav
553.216,553.696,2784.72,3890.97,nr_syllable_3khz,1_20230916_053000.wav
555.132,555.492,2628.65,3802.24,nr_syllable_3khz,1_20230916_053000.wav
556.392,556.812,2690.0,3715.52,nr_syllable_3khz,1_20230916_053000.wav
557.706,558.144,2342.27,3630.79,nr_syllable_3khz,1_20230916_053000.wav
559.008,559.452,2539.25,3630.79,nr_syllable_3khz,1_20230916_053000.wav
584.677333333,585.116,2063.16,3981.78,nr_syllable_3khz,1_20230916_053000.wav
585.470666667,586.021333333,2039.5,3715.52,nr_syllable_3khz,1_20230916_053000.wav
595.690666667,596.101333333,2510.12,3758.63,nr_syllable_3khz,1_20230916_053000.wav
596.306666667,596.829333333,2315.41,3672.91,nr_syllable_3khz,1_20230916_053000.wav
597.044,597.52,2452.88,3890.97,nr_syllable_3khz,1_20230916_053000.wav
597.762666667,598.22,2510.12,3802.24,nr_syllable_3khz,1_20230916_053000.wav
598.462666667,598.966666667,2211.01,3758.63,nr_syllable_3khz,1_20230916_053000.wav
599.218666667,599.732,2369.45,3890.97,nr_syllable_3khz,1_20230916_053000.wav
132.34,132.826666667,2625.63,4097.63,nr_syllable_3khz,1_20230609_063000.wav
133.106666667,133.693333333,2212.52,3870.35,nr_syllable_3khz,1_20230609_063000.wav
134.546666667,135.126666667,2162.59,3826.43,nr_syllable_3khz,1_20230609_063000.wav
135.933333333,136.446666667,2263.6,3614.2,nr_syllable_3khz,1_20230609_063000.wav
81.48,82.104,1816.1,4075.53,triangle_3khz,1_20230323_070000.wav
234.396,235.512,1405.96,4243.62,triangle_3khz,1_20230323_070000.wav
245.616,246.732,1368.59,4186.84,triangle_3khz,1_20230323_070000.wav
107.370666667,108.458666667,6117.7,8070.87,fast_trill_6khz,1_20230824_070000.wav
0.293333333,1.48,243.992,593.643,upsweep_500hz,1_20230401_060000.wav
18.32,19.026666667,264.533,547.547,upsweep_500hz,1_20230401_060000.wav
20.52,21.533333333,243.992,609.856,upsweep_500hz,1_20230401_060000.wav
22.853333333,23.893333333,225.046,626.511,upsweep_500hz,1_20230401_060000.wav
25.04,26.226666667,228.098,652.35,upsweep_500hz,1_20230401_060000.wav
41.301333333,42.176,234.327,601.695,upsweep_500hz,1_20230401_060000.wav
43.498666667,44.629333333,250.655,585.699,upsweep_500hz,1_20230401_060000.wav
45.893333333,46.893333333,247.301,585.699,upsweep_500hz,1_20230401_060000.wav
48.186666667,49.253333333,260.993,593.643,upsweep_500hz,1_20230401_060000.wav
66.346666667,67.293333333,290.693,670.166,upsweep_500hz,1_20230401_060000.wav
68.52,69.586666667,290.693,643.621,upsweep_500hz,1_20230401_060000.wav
70.866666667,71.88,271.757,626.511,upsweep_500hz,1_20230401_060000.wav
94.668,95.28,268.121,562.5,upsweep_500hz,1_20230401_060000.wav
96.936,97.788,290.693,626.511,upsweep_500hz,1_20230401_060000.wav
99.12,100.068,286.803,585.699,upsweep_500hz,1_20230401_060000.wav
101.352,102.372,260.993,618.127,upsweep_500hz,1_20230401_060000.wav
103.848,104.628,286.803,601.695,upsweep_500hz,1_20230401_060000.wav
129.648,130.176,260.993,518.821,upsweep_500hz,1_20230401_060000.wav
131.844,132.708,310.949,609.856,upsweep_500hz,1_20230401_060000.wav
134.196,135.072,279.179,593.643,upsweep_500hz,1_20230401_060000.wav
136.356,137.34,290.693,570.129,upsweep_500hz,1_20230401_060000.wav
138.852,139.584,290.693,601.695,upsweep_500hz,1_20230401_060000.wav
164.714666667,165.274666667,294.636,609.856,upsweep_500hz,1_20230401_060000.wav
167.001333333,167.785333333,298.632,652.35,upsweep_500hz,1_20230401_060000.wav
169.185333333,170.081333333,286.803,661.198,upsweep_500hz,1_20230401_060000.wav
171.444,172.386666667,247.301,688.468,upsweep_500hz,1_20230401_060000.wav
218.432,219.136,247.301,601.695,upsweep_500hz,1_20230401_060000.wav
220.650666667,221.738666667,234.327,618.127,upsweep_500hz,1_20230401_060000.wav
222.784,224.021333333,237.506,661.198,upsweep_500hz,1_20230401_060000.wav
225.109333333,226.368,234.327,635.008,upsweep_500hz,1_20230401_060000.wav
227.52,228.714666667,247.301,609.856,upsweep_500hz,1_20230401_060000.wav
270.533333333,271.053333333,199.349,688.468,upsweep_500hz,1_20230401_060000.wav
272.6,273.613333333,222.034,688.468,upsweep_500hz,1_20230401_060000.wav
274.933333333,275.946666667,222.034,697.806,upsweep_500hz,1_20230401_060000.wav
277.28,278.373333333,194.049,697.806,upsweep_500hz,1_20230401_060000.wav
279.624,280.68,260.993,626.511,upsweep_500hz,1_20230401_060000.wav
325.213333333,325.906666667,207.571,532.991,upsweep_500hz,1_20230401_060000.wav
327.44,328.413333333,257.501,585.699,upsweep_500hz,1_20230401_060000.wav
329.68,330.8,228.098,593.643,upsweep_500hz,1_20230401_060000.wav
331.933333333,333.013333333,228.098,679.256,upsweep_500hz,1_20230401_060000.wav
334.173333333,335.373333333,225.046,609.856,upsweep_500hz,1_20230401_060000.wav
356.970666667,357.930666667,231.192,635.008,upsweep_500hz,1_20230401_060000.wav
359.296,360.384,240.727,652.35,upsweep_500hz,1_20230401_060000.wav
361.557333333,362.752,216.132,618.127,upsweep_500hz,1_20230401_060000.wav
363.882666667,365.034666667,234.327,626.511,upsweep_500hz,1_20230401_060000.wav
366.186666667,367.402666667,250.655,635.008,upsweep_500hz,1_20230401_060000.wav
498.0,498.864,290.693,593.643,upsweep_500hz,1_20230401_060000.wav
499.632,501.216,271.757,570.129,upsweep_500hz,1_20230401_060000.wav
502.872,503.736,247.301,585.699,upsweep_500hz,1_20230401_060000.wav
505.056,506.112,254.055,609.856,nr_syllable_3khz,1_20230401_060000.wav
525.408,526.248,234.327,643.621,nr_syllable_3khz,1_20230401_060000.wav
527.472,528.672,228.098,554.973,nr_syllable_3khz,1_20230401_060000.wav
529.704,530.952,247.301,570.129,nr_syllable_3khz,1_20230401_060000.wav
550.608,551.496,260.993,585.699,nr_syllable_3khz,1_20230401_060000.wav
553.248,553.896,257.501,609.856,nr_syllable_3khz,1_20230401_060000.wav
573.144,573.912,243.992,570.129,nr_syllable_3khz,1_20230401_060000.wav
575.448,576.216,250.655,593.643,nr_syllable_3khz,1_20230401_060000.wav
577.608,578.448,247.301,585.699,nr_syllable_3khz,1_20230401_060000.wav
239.745333333,240.314666667,2212.52,3870.35,nr_syllable_3khz,1_20230710_063000.wav
240.417333333,241.061333333,2162.59,3870.35,nr_syllable_3khz,1_20230710_063000.wav
241.350666667,241.873333333,2237.92,3870.35,nr_syllable_3khz,1_20230710_063000.wav
242.041333333,242.629333333,2042.65,3914.77,nr_syllable_3khz,1_20230710_063000.wav
243.273333333,243.908,2113.79,3655.68,nr_syllable_3khz,1_20230710_063000.wav
556.528,557.162666667,2237.92,3959.71,nr_syllable_3khz,1_20230710_063000.wav
557.302666667,557.844,2237.92,3826.43,nr_syllable_3khz,1_20230710_063000.wav
558.030666667,558.562666667,2138.05,3826.43,nr_syllable_3khz,1_20230710_063000.wav
558.758666667,559.328,2237.92,3783.01,nr_syllable_3khz,1_20230710_063000.wav
559.514666667,560.084,2263.6,3740.08,nr_syllable_3khz,1_20230710_063000.wav
210.426666667,211.546666667,6023.61,9652.35,fast_trill_6khz,1_20230324_180000.wav
220.426666667,221.546666667,6105.3,9523.19,fast_trill_6khz,1_20230324_180000.wav
228.106666667,229.12,5943.0,10750.8,fast_trill_6khz,1_20230324_180000.wav
235.493333333,236.693333333,5943.0,9023.59,fast_trill_6khz,1_20230324_180000.wav
240.666666667,241.946666667,6105.3,8902.84,fast_trill_6khz,1_20230324_180000.wav
246.16,247.2,6023.61,8322.9,fast_trill_6khz,1_20230324_180000.wav
251.48,252.64,6188.11,8550.2,fast_trill_6khz,1_20230324_180000.wav
260.706666667,261.946666667,6272.04,8783.71,fast_trill_6khz,1_20230324_180000.wav
269.173333333,270.466666667,6188.11,9145.98,fast_trill_6khz,1_20230324_180000.wav
276.226666667,277.36,6105.3,8435.79,fast_trill_6khz,1_20230324_180000.wav
283.0,284.2,6105.3,8550.2,fast_trill_6khz,1_20230324_180000.wav
291.786666667,292.853333333,6272.04,8322.9,fast_trill_6khz,1_20230324_180000.wav
300.64,301.866666667,6188.11,8101.65,fast_trill_6khz,1_20230324_180000.wav
314.88,315.936,6272.04,8211.53,fast_trill_6khz,1_20230324_180000.wav
360.384,361.504,5943.0,8550.2,fast_trill_6khz,1_20230324_180000.wav
375.792,376.896,6105.3,8435.79,fast_trill_6khz,1_20230324_180000.wav
27.514666667,28.634666667,303.723,418.077,upsweep_500hz,1_20230420_170000.wav
29.456,30.762666667,310.736,447.708,upsweep_500hz,1_20230420_170000.wav
31.770666667,32.629333333,307.209,447.708,upsweep_500hz,1_20230420_170000.wav
33.824,35.018666667,321.559,452.847,upsweep_500hz,1_20230420_170000.wav
35.952,37.034666667,317.91,463.302,upsweep_500hz,1_20230420_170000.wav
76.944,78.0,336.578,468.62,upsweep_500hz,1_20230420_170000.wav
78.912,80.208,321.559,432.639,upsweep_500hz,1_20230420_170000.wav
81.072,82.272,325.249,437.605,upsweep_500hz,1_20230420_170000.wav
83.376,84.48,300.277,437.605,upsweep_500hz,1_20230420_170000.wav
109.92,110.928,325.249,479.439,upsweep_500hz,1_20230420_170000.wav
111.888,112.992,325.249,452.847,upsweep_500hz,1_20230420_170000.wav
113.856,115.248,310.736,452.847,upsweep_500hz,1_20230420_170000.wav
116.16,117.216,314.302,447.708,upsweep_500hz,1_20230420_170000.wav
160.08,161.28,317.91,447.708,upsweep_500hz,1_20230420_170000.wav
162.168,163.368,314.302,458.045,upsweep_500hz,1_20230420_170000.wav
164.256,165.336,321.559,452.847,upsweep_500hz,1_20230420_170000.wav
166.32,167.472,314.302,452.847,upsweep_500hz,1_20230420_170000.wav
223.850666667,225.045333333,307.209,422.876,upsweep_500hz,1_20230420_170000.wav
226.202666667,227.285333333,310.736,432.639,upsweep_500hz,1_20230420_170000.wav
228.293333333,229.488,336.578,447.708,upsweep_500hz,1_20230420_170000.wav
230.234666667,231.616,321.559,458.045,upsweep_500hz,1_20230420_170000.wav
232.288,233.594666667,325.249,447.708,upsweep_500hz,1_20230420_170000.wav
277.162666667,278.133333333,336.578,458.045,upsweep_500hz,1_20230420_170000.wav
279.402666667,280.186666667,336.578,452.847,upsweep_500hz,1_20230420_170000.wav
281.269333333,282.277333333,340.441,442.628,upsweep_500hz,1_20230420_170000.wav
283.546666667,284.48,340.441,437.605,upsweep_500hz,1_20230420_170000.wav
324.453333333,325.6,300.277,408.643,upsweep_500hz,1_20230420_170000.wav
326.773333333,327.68,321.559,447.708,upsweep_500hz,1_20230420_170000.wav
328.773333333,329.946666667,303.723,447.708,upsweep_500hz,1_20230420_170000.wav
330.64,332.0,300.277,463.302,upsweep_500hz,1_20230420_170000.wav
332.986666667,333.973333333,325.249,458.045,upsweep_500hz,1_20230420_170000.wav
